,client_id,wallet_share,Acres,wallet_share.1,percentile
100,4131,0.006720893,2000.0,0.006720893,0.011097183306297007
101,4131,0.006720893,2200.0,0.006720893,0.011097183306297007
102,4132,0.010223731,2000.0,,0.2592537973750184
103,4133,0.129236129,1400.0,0.129236129,0.8778941159121073
104,4134,0.7250445259999999,1000.0,,0.9868750921692966
105,4135,0.274256041,1300.0,0.274256041,0.9219141719510396
106,4136,0.24092129899999998,3000.0,0.24092129899999998,0.9143931573514231
107,4137,0.010424429,,,0.35868603450818465
108,4138,0.655076229,5500.0,0.655076229,0.9811974635009586
109,4139,0.7992420729999999,1200.0,0.7992420729999999,0.993290075210146
110,4140,0.11216384,,,0.86838224450671
111,4141,0.138291799,,,0.8831293319569385
112,4142,0.7668607890000001,400.0,0.7668607890000001,0.9901194514083469
113,4143,0.446010607,2500.0,,0.9554269281816841
114,4143,0.446010607,2700.0,,0.9554269281816841
115,4144,0.156207237,,,0.8913139654918154
116,4145,0.587410054,300.0,0.587410054,0.9747824804601092
117,4146,0.063395012,2000.0,0.063395012,0.8064444772157499
118,4147,0.087459695,,,0.8444919628373396
119,4148,0.015024168000000001,2000.0,,0.628963279752249
120,4149,0.401726032,2500.0,0.401726032,0.9477215749889397
121,4150,0.875124723,2700.0,0.875124723,0.9964606990119451
122,4151,0.50699255,,,0.9645332546822003
123,4152,0.051885172,5500.0,0.051885172,0.7860197610971833
124,4153,0.009437216,3500.0,0.009437216,0.11075062675121664
125,4154,0.261063468,2200.0,0.261063468,0.919480902521752
126,4155,0.09786035900000001,6800.0,0.09786035900000001,0.8556260138622622
127,4156,0.013662313999999998,2000.0,,0.5819938062232709
128,4157,0.06517964,800.0,0.06517964,0.8092464238312933
129,4158,0.010424429,,,0.35868603450818465
130,4159,0.352405035,2000.0,0.352405035,0.9383571744580446
131,4160,0.439492111,600.0,0.439492111,0.9536941454062823
132,4161,0.041757921,,,0.7653738386668633
133,4162,0.758111655,,,0.98967703878484
134,4163,0.11579772099999999,,,0.8701518950007373
135,4164,0.03140039,2500.0,0.03140039,0.7474561274148356
136,4165,0.248987624,,,0.9160890724081994
137,4166,0.29051798100000004,800.0,0.29051798100000004,0.926190827311606
138,4167,0.498967528,6000.0,0.498967528,0.9629479427813007
139,4167,0.498967528,7500.0,0.498967528,0.9629479427813007
140,4168,0.9475084579999999,1100.0,0.9475084579999999,0.9987464975667306
141,4169,0.121490425,3000.0,0.121490425,0.8738386668632945
142,4170,0.12732944300000001,,,0.8764931426043356
143,4171,0.09666488,,,0.854519982303495
144,4172,0.25741141,,,0.9188172835864916
145,4173,0.7990020090000001,800.0,,0.9932163397728948
146,4174,0.006708476999999999,25000.0,0.006708476999999999,0.010839109275918007
147,4175,0.041742026,4500.0,0.041742026,0.7653001032296122
148,4176,0.043294929,4000.0,,0.7683969915941602
149,4177,0.486882343,2000.0,0.486882343,0.9610676891313965
150,4178,0.726799103,7500.0,0.726799103,0.9871700339183012
151,4179,0.516463625,,,0.9656392862409674
152,4180,0.9462425990000001,1500.0,0.9462425990000001,0.9985990266922283
153,4181,0.882777015,1500.0,0.882777015,0.9966819053236986
154,4182,0.147689572,160.0,,0.8871847810057514
155,4183,0.840159027,40.0,,0.9955390060463059
156,4183,0.840159027,1200.0,,0.9955390060463059
157,4184,0.08685746300000001,1800.0,0.08685746300000001,0.844123285651084
158,4185,0.025320186,2500.0,0.025320186,0.7331514525881139
159,4186,0.9932217170000001,250.0,0.9932217170000001,0.9998525291254977
160,4187,0.256653948,2500.0,,0.918448606400236
161,4188,0.042224316,1500.0,0.042224316,0.7661111930393747
162,4189,0.20457915399999999,9000.0,0.20457915399999999,0.906061052942044
163,4190,0.656062743,1450.0,,0.9813449343754609
164,4191,0.05799689,,,0.7969326058103524
165,4192,0.40256327799999997,,,0.9480902521751954
166,4193,0.010223731,,,0.2592537973750184
167,4194,0.343393236,,,0.9372511428992774
168,4195,0.121255777,1000.0,0.121255777,0.8736911959887922
169,4196,0.095301624,800.0,0.095301624,0.8534139507447279
170,4197,0.44840018600000003,500.0,0.44840018600000003,0.9559799439610677
171,4198,0.5983008120000001,,,0.9765521309541365
172,4199,0.48651577700000004,400.0,0.48651577700000004,0.9609202182568942
173,4200,0.5608730160000001,2000.0,0.5608730160000001,0.9715381212210589
174,4201,0.012512786000000001,3700.0,0.012512786000000001,0.5216044831145848
175,4202,0.6148237320000001,700.0,0.6148237320000001,0.9777318979501548
176,4203,0.691748225,550.0,,0.9843680873027577
177,4204,0.48069016200000003,300.0,,0.9604040701961363
178,4205,0.5265695,1100.0,0.5265695,0.966966524111488
179,4206,0.88731869,1800.0,0.88731869,0.9969768470727032
180,4207,0.5097655839999999,600.0,0.5097655839999999,0.964901931868456
181,4208,0.41535609999999995,3800.0,0.41535609999999995,0.9502285798554786
182,4209,0.793514422,,,0.9927001917121369
183,4210,0.11081949,1200.0,0.11081949,0.8669075357616871
184,4211,0.8215018559999999,2200.0,0.8215018559999999,0.9946910485179177
185,4212,0.029054477999999998,2500.0,0.029054477999999998,0.7428845303052647
186,4213,0.055243666,3000.0,0.055243666,0.7920660669517771
187,4214,0.442350946,3800.0,0.442350946,0.9544314997787937
188,4215,0.105367672,1500.0,0.105367672,0.863294499336381
189,4216,0.701002298,2050.0,0.701002298,0.9851054416752691
190,4217,0.513774549,2600.0,0.513774549,0.9653443444919628
191,4218,0.5879971429999999,,,0.9749299513346115
192,4219,0.103955546,,,0.8624834095266185
193,4221,0.58120745,1800.0,0.58120745,0.9741188615248488
194,4222,0.54520709,1100.0,,0.9692154549476478
195,4222,0.54520709,5000.0,,0.9692154549476478
196,4223,0.102501255,,,0.8610087007815956
197,4224,0.005459972,4600.0,0.005459972,0.005235216044831146
198,4225,0.223596378,4600.0,0.223596378,0.9108538563633682
199,4226,0.75438481,2100.0,,0.9893083615985843
200,4227,0.24878622,,,0.9160153369709483
201,4228,0.926333875,600.0,0.926333875,0.9978616723197169
202,4231,0.642866246,1000.0,,0.9804601091284472
203,4232,0.7278227420000001,,,0.9872437693555522
204,4233,0.7821567509999999,1200.0,,0.9918153664651231
205,4234,0.594458805,150.0,,0.9759622474561274
206,4235,0.024422759,2200.0,0.024422759,0.7300545642235658
207,4236,0.006510441,200.0,0.006510441,0.009585606842648578
208,4237,0.07552853799999999,400.0,0.07552853799999999,0.8290812564518507
209,4238,0.7857479409999999,1233.0,,0.9921103082141277
210,4239,0.946832328,300.0,0.946832328,0.9986727621294794
211,4240,0.00729955,,,0.016590473381507154
212,4241,0.010223731,,,0.2592537973750184
213,4242,0.43520410600000003,330.0,0.43520410600000003,0.9532517327827754
214,4243,0.000684455,400.0,0.000684455,0.0005161480607580003
215,4244,0.193464907,800.0,0.193464907,0.9025954873912402
216,4245,0.022859149,,,0.7241557292434744
217,4246,0.103112091,4200.0,,0.8614511134051025
218,4247,0.642834975,300.0,,0.980386373691196
219,4248,0.819883569,55.0,0.819883569,0.9944698422061643
220,4249,0.077496497,300.0,,0.8315882613183896
221,4250,0.346775458,900.0,0.346775458,0.9377672909600354
222,4251,0.935276245,1300.0,0.935276245,0.9983778203804748
223,4252,0.028452622,500.0,0.028452622,0.7412623506857395
224,4253,0.010223731,2000.0,,0.2592537973750184
225,4254,0.431409421,,,0.9526618492847663
226,4255,0.042626303,,,0.7668854151305117
227,4257,0.476205916,1200.0,0.476205916,0.9599616575726294
228,4258,0.6434085820000001,,,0.9805338445656983
229,4259,0.218808268,1430.0,0.218808268,0.9095266184928477
230,4260,0.493710971,700.0,0.493710971,0.9619525143784102
231,4261,0.410419309,360.0,0.410419309,0.9496386963574694
232,4262,0.33955019299999994,300.0,0.33955019299999994,0.9363663176522636
233,4263,0.918009365,1100.0,0.918009365,0.9976404660079634
234,4264,0.629640062,320.0,,0.9792803421324289
235,4265,0.571241299,600.0,0.571241299,0.9723492110308214
236,4266,0.010223731,4000.0,,0.2592537973750184
237,4267,0.38705397399999997,,,0.9449933638106474
238,4268,0.412150556,,,0.9497124317947205
239,4269,0.760997384,400.0,,0.9898245096593423
240,4270,0.593994879,80.0,,0.9758147765816251
241,4271,0.202335997,270.0,0.202335997,0.9048075505087745
242,4272,0.0045643509999999995,1700.0,0.0045643509999999995,0.003023152927296859
243,4273,0.608608507,600.0,0.608608507,0.9773632207638991
244,4274,0.521974478,160.0,0.521974478,0.96645037605073
245,4275,0.010223731,3500.0,,0.2592537973750184
246,4276,0.354881709,1200.0,0.354881709,0.9389470579560537
247,4277,0.0,300.0,0.0,0.0001474708745022858
248,4278,0.431806381,400.0,0.431806381,0.9527355847220174
249,4279,0.172001547,300.0,0.172001547,0.896327975224893
250,4280,0.010223731,,,0.2592537973750184
251,4281,0.12205163699999999,1800.0,0.12205163699999999,0.874059873175048
252,4282,0.22521902600000002,300.0,0.22521902600000002,0.9112962689868751
253,4283,0.677555128,2000.0,0.677555128,0.9831145848694883
254,4284,0.031331323,200.0,0.031331323,0.7472349211030821
255,4285,0.066673991,30.0,,0.811679693260581
256,4286,0.288699304,1600.0,0.288699304,0.9256009438135968
257,4287,0.740501208,,,0.9882760654770683
258,4288,0.768299304,500.0,0.768299304,0.9903406577201003
259,4289,0.016862711000000002,2800.0,0.016862711000000002,0.6680430614953546
260,4290,0.7293412220000001,1200.0,0.7293412220000001,0.9873912402300545
261,4291,0.062093364000000005,,,0.8040112077864622
262,4292,0.11661067300000001,500.0,0.11661067300000001,0.8705205721869931
263,4293,0.133783393,,,0.880769797964902
264,4294,0.0013238979999999998,400.0,0.0013238979999999998,0.0008848252470137148
265,4295,0.12753949,3000.0,0.12753949,0.8767880843533402
266,4296,0.40999769999999996,2300.0,0.40999769999999996,0.9494912254829672
267,4297,0.097926985,490.0,0.097926985,0.8556997492995133
268,4298,0.329822506,400.0,0.329822506,0.9344491962837339
269,4299,0.00993658,,,0.16911222533549625
270,4300,0.38371883700000003,,,0.9444772157498894
271,4301,0.38464943799999995,,,0.9446984220616428
272,4302,0.8050267,1300.0,0.8050267,0.993806223270904
273,4303,0.8744923090000001,1080.0,0.8744923090000001,0.9963132281374428
274,4304,0.338192682,650.0,0.338192682,0.935997640466008
275,4305,0.444387706,66.0,,0.9549476478395517
276,4307,0.010424429,1700.0,,0.35868603450818465
277,4308,0.002150209,6000.0,0.002150209,0.0010322961215160006
278,4309,0.054873282,1300.0,0.054873282,0.7912549771420144
279,4310,0.8105327440000001,1200.0,,0.9940274295826574
280,4311,0.716261273,1400.0,,0.9863589441085385
281,4312,0.41930951299999997,400.0,0.41930951299999997,0.9508184633534877
282,4313,0.930496752,400.0,0.930496752,0.9980828786314703
283,4314,0.750622088,960.0,,0.9890134198495797
284,4315,0.8820131790000001,1000.0,0.8820131790000001,0.9966081698864474
285,4316,0.26092826,250.0,0.26092826,0.9194071670845008
286,4318,0.24984115699999998,130.0,0.24984115699999998,0.9165314850317062
287,4320,0.858344408,500.0,0.858344408,0.9957970800766849
288,4321,0.006883991,400.0,0.006883991,0.012313818020940864
289,4322,0.738441995,200.0,0.738441995,0.988128594602566
290,4323,0.725337177,,,0.9870225630437989
291,4324,0.153359985,,,0.8901341984957971
292,4325,0.595366899,300.0,0.595366899,0.9761097183306296
293,4326,0.069797858,1200.0,,0.816841173868161
294,4327,0.514628565,100.0,,0.965418079929214
295,4328,0.1747558,80.0,0.1747558,0.8966966524111488
296,4329,0.56602258,5000.0,0.56602258,0.9719805338445657
297,4330,0.440986881,350.0,,0.9542102934670402
298,4331,0.282627842,200.0,0.282627842,0.9239050287568206
299,4332,0.626723528,1000.0,,0.9789116649461731
300,4333,0.035065484,425.0,0.035065484,0.753871110455685
301,4334,0.160885898,900.0,0.160885898,0.892641203362336
302,4335,0.795933483,800.0,,0.9929213980238902
303,4336,0.561793282,40.0,,0.9716855920955612
304,4337,0.70159471,1000.0,0.70159471,0.9851791771125202
305,4338,0.45912368,850.0,0.45912368,0.9578970653295974
306,4339,0.321530054,1500.0,0.321530054,0.9331219584132134
307,4340,0.817625522,200.0,0.817625522,0.994322371331662
308,4341,0.038877657999999995,1700.0,0.038877657999999995,0.7594750036867719
309,4342,0.045310039,1500.0,0.045310039,0.7728948532664799
310,4343,0.17276700399999997,,,0.8964754460993953
311,4344,0.6223662329999999,200.0,,0.978321781448164
312,4345,0.584594237,700.0,,0.9745612741483557
313,4346,0.334815507,1200.0,0.334815507,0.9354814924052499
314,4347,0.011213208,,,0.42552720837634567
315,4348,0.7165150809999999,240.0,0.7165150809999999,0.9864326795457897
316,4349,0.010044845,,,0.17866096445951923
317,4350,0.039764733,200.0,0.039764733,0.7612446541807993
318,4351,0.735183692,700.0,0.735183692,0.9879073882908126
319,4352,0.309708783,,,0.9306149535466746
320,4353,0.598137355,100.0,0.598137355,0.9764783955168854
321,4354,0.652540046,700.0,,0.9808287863147028
322,4355,0.533708473,1000.0,,0.9678144816398762
323,4355,0.533708473,1500.0,,0.9678144816398762
324,4356,0.291927942,3500.0,0.291927942,0.926264562748857
325,4357,0.187148437,1700.0,0.187148437,0.9011945140834685
326,4358,0.134683375,5500.0,0.134683375,0.8811384751511576
327,4359,0.10376515,900.0,,0.8623359386521162
328,4360,0.622601508,240.0,0.622601508,0.9783955168854152
329,4361,0.452041215,2200.0,0.452041215,0.9565698274590768
330,4362,0.990914153,200.0,0.990914153,0.9997787936882466
331,4363,0.757669838,2000.0,0.757669838,0.9895295679103377
332,4364,0.830362612,350.0,0.830362612,0.9947647839551689
333,4365,0.233131853,350.0,0.233131853,0.9124760359828934
334,4367,0.010223731,240.0,,0.2592537973750184
335,4368,0.934772332,640.0,0.934772332,0.9983040849432238
336,4369,0.00429884,500.0,0.00429884,0.0022857985547854297
337,4370,0.330840974,1000.0,0.330840974,0.9348178734699897
338,4371,0.572153016,800.0,0.572153016,0.9724966819053237
339,4372,0.0016053270000000001,2500.0,0.0016053270000000001,0.0009585606842648577
340,4373,0.788819675,500.0,0.788819675,0.9924052499631323
341,4374,0.302885585,,,0.9287715676153959
342,4375,0.862153643,1000.0,0.862153643,0.9960182863884383
343,4376,0.585964835,948.0,0.585964835,0.974708745022858
344,4377,0.007550237,,,0.019097478248046012
345,4378,0.24506725399999998,160.0,,0.9154623211915647
346,4378,0.24506725399999998,500.0,,0.9154623211915647
347,4379,0.7801469520000001,1233.0,,0.991483556997493
348,4380,0.261906265,600.0,0.261906265,0.9196283733962543
349,4381,0.933359629,160.0,0.933359629,0.9982303495059726
350,4382,0.010223731,2800.0,,0.2592537973750184
351,4383,0.042700475,,,0.7670697537236396
352,4384,0.6802075959999999,190.0,0.6802075959999999,0.983483262055744
353,4385,0.006199906999999999,250.0,0.006199906999999999,0.007742220911370005
354,4387,0.004372535,320.0,0.004372535,0.0023595339920365727
355,4388,0.7876680909999999,380.0,0.7876680909999999,0.99225777908863
356,4389,0.659884202,220.0,0.659884202,0.9817873469989677
357,4390,0.263577607,3500.0,0.263577607,0.9199233151452588
358,4391,0.372063359,780.0,0.372063359,0.9424126235068574
359,4392,0.48602860299999995,2500.0,0.48602860299999995,0.9607727473823919
360,4393,0.799771163,700.0,0.799771163,0.9933638106473971
361,4394,0.798228585,500.0,0.798228585,0.9929951334611414
362,4395,0.833228925,120.0,0.833228925,0.9950597257041734
363,4396,0.947989333,770.0,0.947989333,0.9988202330039817
364,4397,0.38384946600000003,500.0,0.38384946600000003,0.9445509511871405
365,4398,0.12118514,160.0,,0.8735437251142899
366,4399,0.21536751699999998,400.0,0.21536751699999998,0.9085680578085829
367,4400,0.793309165,80.0,0.793309165,0.9926264562748857
368,4401,0.68619742,386.0,0.68619742,0.9837782038047486
369,4402,0.6244860010000001,400.0,,0.9784692523226662
370,4403,0.004922069,,,0.0038342427370594307
371,4404,0.359424285,450.0,0.359424285,0.9402742958265743
372,4405,0.927902294,180.0,0.927902294,0.997935407756968
373,4406,0.010223731,1000.0,,0.2592537973750184
374,4407,0.010223731,1300.0,,0.2592537973750184
375,4408,0.44544215200000004,60.0,,0.9551688541513051
376,4409,0.548887673,200.0,,0.9698422061642825
377,4410,0.659058853,820.0,0.659058853,0.9814924052499632
378,4411,0.087486744,3000.0,0.087486744,0.8445656982745907
379,4412,0.7044470140000001,1800.0,,0.9858427960477806
380,4413,0.231012761,200.0,0.231012761,0.9121810942338888
381,4414,0.399013017,950.0,0.399013017,0.9469842206164283
382,4415,0.158599936,2400.0,,0.8917563781153223
383,4416,0.480602724,2300.0,0.480602724,0.9603303347588851
384,4417,0.003067285,4000.0,0.003067285,0.001400973307771715
385,4418,0.041725157,700.0,0.041725157,0.765226367792361
386,4419,0.82131075,150.0,0.82131075,0.9946173130806666
387,4420,0.281341067,300.0,0.281341067,0.9235363515705648
388,4421,0.283910131,300.0,0.283910131,0.9241262350685739
389,4422,0.505729157,1200.0,0.505729157,0.9642383129331957
390,4423,0.5281718479999999,900.0,0.5281718479999999,0.9672614658604926
391,4424,0.21579216899999998,1600.0,0.21579216899999998,0.9087155286830851
392,4425,0.7579407579999999,600.0,0.7579407579999999,0.9896033033475888
393,4426,0.830750812,250.0,0.830750812,0.9949122548296712
394,4427,0.202580867,600.0,,0.9048812859460257
395,4428,0.27255146199999997,,,0.9214717593275328
396,4429,0.094935246,550.0,0.094935246,0.8528240672467188
397,4430,0.646821455,425.0,0.646821455,0.9806075800029495
398,4431,0.015489326999999999,1000.0,0.015489326999999999,0.6395811827164135
399,4432,0.010424429,,,0.35868603450818465
400,4433,0.5783190189999999,160.0,,0.9736027134640909
401,4434,0.072888921,800.0,0.072888921,0.824583394779531
402,4435,0.75239145,3100.0,0.75239145,0.9891977584427075
403,4435,0.75239145,3500.0,0.75239145,0.9891977584427075
404,4436,0.000567553,2600.0,0.000567553,0.0004424126235068574
405,4437,0.504294355,300.0,,0.96386963574694
406,4438,0.505074129,180.0,,0.9641645774959445
407,4439,0.20093580800000002,120.0,0.20093580800000002,0.9044388733225188
408,4440,0.00742326,800.0,0.00742326,0.017770240377525438
409,4441,0.304816105,,,0.9292139802389028
410,4442,0.7066895590000001,800.0,0.7066895590000001,0.986064002359534
411,4443,0.009226825,900.0,,0.09364400530895148
412,4444,0.12148782699999999,1500.0,0.12148782699999999,0.8737649314260434
413,4445,0.5607455170000001,1700.0,0.5607455170000001,0.9714643857838077
414,4446,0.160022831,3000.0,0.160022831,0.8923462616133314
415,4447,0.205565313,1200.0,0.205565313,0.9066509364400531
416,4448,0.0024410670000000003,600.0,0.0024410670000000003,0.0011060315587671434
417,4449,0.77968155,2500.0,,0.9913729538416163
418,4450,0.9293317870000001,950.0,0.9293317870000001,0.9980091431942192
419,4451,0.135486659,2000.0,0.135486659,0.8815808877746645
420,4452,0.0983329,2000.0,0.0983329,0.8562158973602714
421,4453,0.480250106,1860.0,0.480250106,0.960256599321634
422,4454,0.007814695,600.0,0.007814695,0.023079191859607728
423,4455,0.118030171,11000.0,0.118030171,0.8714791328712579
424,4456,0.010223731,1500.0,,0.2592537973750184
425,4457,0.275988747,1200.0,0.275988747,0.9224303200117977
426,4458,0.017901293000000002,,,0.6838224450670992
427,4459,0.43086891,80.0,0.43086891,0.9524406429730128
428,4460,0.771481193,1200.0,,0.9908568057808583
429,4461,0.073320959,480.0,0.073320959,0.8247308656540333
430,4462,0.017147476000000002,670.0,,0.6736469547264415
431,4463,0.341211221,56.0,,0.9368824657130217
432,4464,0.817211369,200.0,0.817211369,0.9942486358944108
433,4465,0.274259603,180.0,0.274259603,0.9219879073882908
434,4466,0.33683959799999996,750.0,0.33683959799999996,0.9358501695915057
435,4467,0.49241129100000003,,,0.9617313080666569
436,4468,0.653207899,400.0,,0.980902521751954
437,4469,0.913499768,300.0,0.913499768,0.9975667305707123
438,4470,0.7346525909999999,1000.0,,0.9878336528535614
439,4471,0.28599449,160.0,0.28599449,0.9249373248783366
440,4472,0.900182632,700.0,0.900182632,0.9971980533844566
441,4473,0.993396141,380.0,0.993396141,0.9999262645627489
442,4474,0.64076378,,,0.9802389028166937
443,4475,0.688372931,3000.0,0.688372931,0.9841468809910042
444,4476,0.551030554,3200.0,0.551030554,0.9702846187877894
445,4477,0.524901146,175.0,,0.9668190532369857
446,4478,0.014830601,1800.0,0.014830601,0.6240230054564223
447,4479,0.679399205,700.0,0.679399205,0.9833357911812417
448,4480,0.059552947,2000.0,0.059552947,0.8001032296121516
449,4481,0.010223731,500.0,,0.2592537973750184
450,4482,0.807883627,2400.0,,0.9939536941454062
451,4484,0.340806682,250.0,0.340806682,0.9367349948385194
452,4485,0.513252436,400.0,0.513252436,0.9652706090547117
453,4486,0.960960299,180.0,0.960960299,0.9992626456274886
454,4487,0.010223731,6000.0,,0.2592537973750184
455,4488,0.35611013399999997,,,0.9393157351423094
456,4489,0.18812963100000002,,,0.9014894558324731
457,4490,0.22213828300000002,2500.0,0.22213828300000002,0.9102639728653591
458,4491,0.013566868000000001,1000.0,0.013566868000000001,0.5775696799882023
459,4492,0.443879501,400.0,,0.9548739124023006
460,4493,0.7047995359999999,400.0,0.7047995359999999,0.9859902669222829
461,4494,0.079967045,,,0.835348768618198
462,4495,0.010223731,800.0,,0.2592537973750184
463,4496,0.625760396,,,0.9786904586344197
464,4497,0.563399907,500.0,0.563399907,0.9717593275328122
465,4498,0.747812163,400.0,,0.9887922135378263
466,4499,0.597065591,300.0,,0.9763309246423831
467,4500,0.61462239,400.0,0.61462239,0.9776581625129037
468,4501,0.011959036999999999,,,0.4814555375313376
469,4503,0.024321408,3000.0,0.024321408,0.7289485326647988
470,4504,0.6949162879999999,500.0,0.6949162879999999,0.9845892936145111
471,4505,0.44654787799999995,,,0.9555375313375608
472,4506,0.33611183299999997,200.0,0.33611183299999997,0.9357026987170034
473,4507,0.064012298,,,0.8075505087745171
474,4508,0.079873364,1000.0,0.079873364,0.8352012977436957
475,4509,0.012879871999999999,800.0,0.012879871999999999,0.5448311458486949
476,4510,0.5094789789999999,1000.0,0.5094789789999999,0.9647544609939537
477,4513,0.279596719,1400.0,0.279596719,0.9230202035098068
478,4514,0.600767146,2000.0,0.600767146,0.97677333726589
479,4515,0.765556158,1800.0,,0.9900457159710957
480,4516,0.09274445699999999,2300.0,0.09274445699999999,0.8503907978174311
481,4517,0.099168213,200.0,0.099168213,0.857543135230792
482,4518,0.84158999,700.0,0.84158999,0.9956496092021826
